seq_id	tax_id	seq_family	seq_genus	seq_species	ref_seq_id	ref_tax_id	ref_seq_family	ref_seq_genus	ref_seq_species	edit_distance
CRALB41004-21	TX0926	Lauxaniidae	nan	nan	CRCCB27012-23	TX0228	Cecidomyiidae	nan	nan	15
CRALB41004-21	TX0926	Lauxaniidae	nan	nan	CRBOE21398-23	TX0228	Cecidomyiidae	nan	nan	16
CRALB41004-21	TX0926	Lauxaniidae	nan	nan	CRHYA10551-22	TX0228	Cecidomyiidae	nan	nan	16
CRALB41004-21	TX0926	Lauxaniidae	nan	nan	CRHTA36877-22	TX0228	Cecidomyiidae	nan	nan	17
CRALB41004-21	TX0926	Lauxaniidae	nan	nan	CRBOE15412-23	TX0228	Cecidomyiidae	nan	nan	19
CRALB41004-21	TX0926	Lauxaniidae	nan	nan	GMART557-14	TX0228	Cecidomyiidae	nan	nan	20
CRALB41004-21	TX0926	Lauxaniidae	nan	nan	THAMD2096-22	TX0228	Cecidomyiidae	nan	nan	25
CRALB41004-21	TX0926	Lauxaniidae	nan	nan	THAMD12617-22	TX0228	Cecidomyiidae	nan	nan	28
GMAFF135-15	TX0228	Cecidomyiidae	nan	nan	CRALB10124-21	TX0269	Sciaridae	nan	nan	29
CRCBB7521-23	TX0228	Cecidomyiidae	nan	nan	ONTA32992-23	TX0232	Chironomidae	nan	nan	2
CROZA800-21	TX0228	Cecidomyiidae	nan	nan	CROZA2613-21	TX0269	Sciaridae	nan	nan	5
CEFIN2529-21	TX0228	Cecidomyiidae	nan	nan	GMARA1406-14	TX0926	Lauxaniidae	nan	nan	29
GMSAB562-13	TX0228	Cecidomyiidae	nan	nan	CRCEC39053-22	TX0232	Chironomidae	nan	nan	30
CRBAA39239-22	TX0228	Cecidomyiidae	nan	nan	ONTA26858-23	TX0232	Chironomidae	nan	nan	1
CRBAA39239-22	TX0228	Cecidomyiidae	nan	nan	CRCEC43746-22	TX0232	Chironomidae	nan	nan	1
CRBAA39239-22	TX0228	Cecidomyiidae	nan	nan	CRBAC1334-22	TX0287	Ceratopogonidae	nan	nan	1
CRTOA29313-21	TX0228	Cecidomyiidae	nan	nan	CRTOA39863-22	TX0261	Dolichopodidae	nan	nan	5
GMARX19982-23	TX0228	Cecidomyiidae	nan	nan	CRATA49916-22	TX0290	Mycetophilidae	nan	nan	29
TSMTB4898-23	TX0228	Cecidomyiidae	nan	nan	GBMAB2053-15	TX41415	Cecidomyiidae	Ozirhincus	Ozirhincus longicollis	29
TSMTB4898-23	TX0228	Cecidomyiidae	nan	nan	GBMAB2055-15	TX41415	Cecidomyiidae	Ozirhincus	Ozirhincus longicollis	30
TSMTB4898-23	TX0228	Cecidomyiidae	nan	nan	GBMAB2059-15	TX41415	Cecidomyiidae	Ozirhincus	Ozirhincus longicollis	30
CRSRA6166-22	TX0228	Cecidomyiidae	nan	nan	CGNPA076-22	TX38592	Mutillidae	Dasymutilla	nan	31
CRCCB16860-23	TX0228	Cecidomyiidae	nan	nan	PHAUG254-11	TX0269	Sciaridae	nan	nan	30
CRPEB9579-21	TX0228	Cecidomyiidae	nan	nan	ONTA22748-23	TX0232	Chironomidae	nan	nan	31
CRPEB9579-21	TX0228	Cecidomyiidae	nan	nan	CRCEC42106-22	TX0232	Chironomidae	nan	nan	31
CEFIN2956-21	TX0228	Cecidomyiidae	nan	nan	FTUNE330-22	TX41095	Cecidomyiidae	Iteomyia	nan	1
SALVB8201-23	TX0228	Cecidomyiidae	nan	nan	CGNPA076-22	TX38592	Mutillidae	Dasymutilla	nan	25
CRICA42436-22	TX0228	Cecidomyiidae	nan	nan	CRCOA902-21	TX0261	Dolichopodidae	nan	nan	1
CRICA42436-22	TX0228	Cecidomyiidae	nan	nan	CRCOA666-21	TX0261	Dolichopodidae	nan	nan	5
CRICA42436-22	TX0228	Cecidomyiidae	nan	nan	CRICB148-22	TX1160	Ephydridae	nan	nan	5
CRICA42436-22	TX0228	Cecidomyiidae	nan	nan	CRICB10654-22	TX0287	Ceratopogonidae	nan	nan	5
CROAB46942-21	TX0228	Cecidomyiidae	nan	nan	OPPFO2978-17	TX1218	Tachinidae	nan	nan	27
GCEP13456-23	TX0228	Cecidomyiidae	nan	nan	CRCEC42106-22	TX0232	Chironomidae	nan	nan	27
GCEP13456-23	TX0228	Cecidomyiidae	nan	nan	ONTA22748-23	TX0232	Chironomidae	nan	nan	27
CRALA17343-21	TX0228	Cecidomyiidae	nan	nan	CRALB26568-21	TX0926	Lauxaniidae	nan	nan	4
CRCBB16925-23	TX0228	Cecidomyiidae	nan	nan	ONTA15386-23	TX0232	Chironomidae	nan	nan	31
TSMTB6942-23	TX0228	Cecidomyiidae	nan	nan	OPPQO1265-17	TX45468	Cecidomyiidae	Clinodiplosis	nan	29
CEFIN414-21	TX0228	Cecidomyiidae	nan	nan	NODIA1046-24	TX41285	Diapriidae	Spilomicrus	Spilomicrus lusitanicus	1
CEFIN607-21	TX0228	Cecidomyiidae	nan	nan	FTUNE330-22	TX41095	Cecidomyiidae	Iteomyia	nan	1
CRCBB48437-23	TX0228	Cecidomyiidae	nan	nan	GMARE679-14	TX0232	Chironomidae	nan	nan	26
ONTA14475-23	TX0266	Psychodidae	nan	nan	CRCBA46797-23	TX0228	Cecidomyiidae	nan	nan	6
ONTA14475-23	TX0266	Psychodidae	nan	nan	CRCBB14772-23	TX0228	Cecidomyiidae	nan	nan	6
ONTA14475-23	TX0266	Psychodidae	nan	nan	CRBOB5901-23	TX0228	Cecidomyiidae	nan	nan	6
ONTA14475-23	TX0266	Psychodidae	nan	nan	CRCEB10348-22	TX0228	Cecidomyiidae	nan	nan	7
ONTA14475-23	TX0266	Psychodidae	nan	nan	CRBOB5838-23	TX0228	Cecidomyiidae	nan	nan	10
ONTA14475-23	TX0266	Psychodidae	nan	nan	CROCB6554-23	TX0228	Cecidomyiidae	nan	nan	13
ONTA14475-23	TX0266	Psychodidae	nan	nan	GMAFE017-15	TX0228	Cecidomyiidae	nan	nan	16
ONTA14475-23	TX0266	Psychodidae	nan	nan	GMARL154-14	TX0228	Cecidomyiidae	nan	nan	23
ONTA14475-23	TX0266	Psychodidae	nan	nan	GMARX17240-23	TX0228	Cecidomyiidae	nan	nan	26
ONTA14475-23	TX0266	Psychodidae	nan	nan	CRATA35133-22	TX0228	Cecidomyiidae	nan	nan	26
ONTA14475-23	TX0266	Psychodidae	nan	nan	GMARU408-14	TX0228	Cecidomyiidae	nan	nan	26
ONTA14475-23	TX0266	Psychodidae	nan	nan	TSMTB8103-23	TX0228	Cecidomyiidae	nan	nan	26
ONTA14475-23	TX0266	Psychodidae	nan	nan	CRSRA9283-22	TX0228	Cecidomyiidae	nan	nan	28
ONTA14475-23	TX0266	Psychodidae	nan	nan	GMCNB2984-21	TX0228	Cecidomyiidae	nan	nan	27
ONTA14475-23	TX0266	Psychodidae	nan	nan	GMMOZ11499-23	TX0228	Cecidomyiidae	nan	nan	29
ONTA14475-23	TX0266	Psychodidae	nan	nan	GMMOZ10566-23	TX0228	Cecidomyiidae	nan	nan	29
ONTA14475-23	TX0266	Psychodidae	nan	nan	SAKDB1452-22	TX0228	Cecidomyiidae	nan	nan	32
ONTA14475-23	TX0266	Psychodidae	nan	nan	CRCBA17200-22	TX0228	Cecidomyiidae	nan	nan	32
CRTOB18216-22	TX0228	Cecidomyiidae	nan	nan	CRTOA39863-22	TX0261	Dolichopodidae	nan	nan	5
CRCBB26315-23	TX0228	Cecidomyiidae	nan	nan	CRSGC5295-23	TX0266	Psychodidae	nan	nan	31
CRALB26568-21	TX0926	Lauxaniidae	nan	nan	CRALA17343-21	TX0228	Cecidomyiidae	nan	nan	0
CRALB26568-21	TX0926	Lauxaniidae	nan	nan	CRALB24386-21	TX0228	Cecidomyiidae	nan	nan	0
CRALB26568-21	TX0926	Lauxaniidae	nan	nan	CRALB25744-21	TX0228	Cecidomyiidae	nan	nan	0
CRALB26568-21	TX0926	Lauxaniidae	nan	nan	CRALA35605-21	TX0228	Cecidomyiidae	nan	nan	0
CRALB26568-21	TX0926	Lauxaniidae	nan	nan	CRALB48339-21	TX0228	Cecidomyiidae	nan	nan	0
CRALB26568-21	TX0926	Lauxaniidae	nan	nan	CRALB12744-21	TX0228	Cecidomyiidae	nan	nan	1
CRALB26568-21	TX0926	Lauxaniidae	nan	nan	CRALB24122-21	TX0228	Cecidomyiidae	nan	nan	1
CRALB26568-21	TX0926	Lauxaniidae	nan	nan	CRALA4563-21	TX0228	Cecidomyiidae	nan	nan	2
CRALB26568-21	TX0926	Lauxaniidae	nan	nan	CRALB41186-21	TX0228	Cecidomyiidae	nan	nan	3
CRALB26568-21	TX0926	Lauxaniidae	nan	nan	CRALB13651-21	TX0228	Cecidomyiidae	nan	nan	3
CRALB26568-21	TX0926	Lauxaniidae	nan	nan	CRALA27705-21	TX0228	Cecidomyiidae	nan	nan	3
CRALB26568-21	TX0926	Lauxaniidae	nan	nan	CRALB12942-21	TX0228	Cecidomyiidae	nan	nan	4
CRALB26568-21	TX0926	Lauxaniidae	nan	nan	CRALB41161-21	TX0228	Cecidomyiidae	nan	nan	5
CRALB26568-21	TX0926	Lauxaniidae	nan	nan	CRALB12959-21	TX0228	Cecidomyiidae	nan	nan	5
CRALB26568-21	TX0926	Lauxaniidae	nan	nan	CRALB6225-21	TX0228	Cecidomyiidae	nan	nan	5
CRALB26568-21	TX0926	Lauxaniidae	nan	nan	CRSCA5243-23	TX0228	Cecidomyiidae	nan	nan	18
CRALB26568-21	TX0926	Lauxaniidae	nan	nan	CRKAS7819-23	TX0228	Cecidomyiidae	nan	nan	25
CRALB26568-21	TX0926	Lauxaniidae	nan	nan	CEFIN8202-21	TX0228	Cecidomyiidae	nan	nan	26
CRALB26568-21	TX0926	Lauxaniidae	nan	nan	GMARX14744-23	TX0228	Cecidomyiidae	nan	nan	30
CRCBB24546-23	TX0228	Cecidomyiidae	nan	nan	CRBLA48725-22	TX0287	Ceratopogonidae	nan	nan	30
CRALB10767-21	TX0228	Cecidomyiidae	nan	nan	CRALB10124-21	TX0269	Sciaridae	nan	nan	1
CRCCB18978-23	TX0228	Cecidomyiidae	nan	nan	OPPQO1265-17	TX45468	Cecidomyiidae	Clinodiplosis	nan	29
CROAE4852-23	TX0276	Limoniidae	nan	nan	CROAE7819-23	TX0228	Cecidomyiidae	nan	nan	0
CROAE4852-23	TX0276	Limoniidae	nan	nan	CRHTA42563-22	TX0228	Cecidomyiidae	nan	nan	7
CROAE4852-23	TX0276	Limoniidae	nan	nan	CROCB6530-23	TX0228	Cecidomyiidae	nan	nan	12
CROAE4852-23	TX0276	Limoniidae	nan	nan	GMAFO624-15	TX0228	Cecidomyiidae	nan	nan	14
CROAE4852-23	TX0276	Limoniidae	nan	nan	CRCEB10348-22	TX0228	Cecidomyiidae	nan	nan	15
CROAE4852-23	TX0276	Limoniidae	nan	nan	CRKAS13388-23	TX0228	Cecidomyiidae	nan	nan	15
CROAE4852-23	TX0276	Limoniidae	nan	nan	CROAD8700-22	TX0228	Cecidomyiidae	nan	nan	15
CROAE4852-23	TX0276	Limoniidae	nan	nan	GMARX4888-21	TX0228	Cecidomyiidae	nan	nan	17
CROAE4852-23	TX0276	Limoniidae	nan	nan	CRCBB37392-23	TX0228	Cecidomyiidae	nan	nan	18
CROAE4852-23	TX0276	Limoniidae	nan	nan	CRCBB32830-23	TX0228	Cecidomyiidae	nan	nan	18
CROAE4852-23	TX0276	Limoniidae	nan	nan	CRBOE4476-23	TX0228	Cecidomyiidae	nan	nan	18
CROAE4852-23	TX0276	Limoniidae	nan	nan	CRKAS10255-23	TX0228	Cecidomyiidae	nan	nan	19
CROAE4852-23	TX0276	Limoniidae	nan	nan	CRKAS2371-23	TX0228	Cecidomyiidae	nan	nan	21
CROAE4852-23	TX0276	Limoniidae	nan	nan	ONTA17886-23	TX0228	Cecidomyiidae	nan	nan	22
CROAE4852-23	TX0276	Limoniidae	nan	nan	CRCEC45890-22	TX0228	Cecidomyiidae	nan	nan	22
CROAE4852-23	TX0276	Limoniidae	nan	nan	CROCA34415-21	TX0228	Cecidomyiidae	nan	nan	24
CROAE4852-23	TX0276	Limoniidae	nan	nan	CRCBB33227-23	TX0228	Cecidomyiidae	nan	nan	26
CROAE4852-23	TX0276	Limoniidae	nan	nan	CROCA24955-21	TX0228	Cecidomyiidae	nan	nan	29
CROAE4852-23	TX0276	Limoniidae	nan	nan	CROAB39600-21	TX0228	Cecidomyiidae	nan	nan	31
CRCOA12123-21	TX0228	Cecidomyiidae	nan	nan	CRCOA902-21	TX0261	Dolichopodidae	nan	nan	1
CRCOA12123-21	TX0228	Cecidomyiidae	nan	nan	CRCOA666-21	TX0261	Dolichopodidae	nan	nan	4
CRALA1748-21	TX0275	Sphaeroceridae	nan	nan	CRALB12999-21	TX0261	Dolichopodidae	nan	nan	0
CRALA1748-21	TX0275	Sphaeroceridae	nan	nan	CRALA14889-21	TX0926	Lauxaniidae	nan	nan	0
CRALA1748-21	TX0275	Sphaeroceridae	nan	nan	CRALA667-21	TX0228	Cecidomyiidae	nan	nan	0
CRALA1748-21	TX0275	Sphaeroceridae	nan	nan	CRALA1638-21	TX0228	Cecidomyiidae	nan	nan	0
CRALA1748-21	TX0275	Sphaeroceridae	nan	nan	CRALB10956-21	TX0228	Cecidomyiidae	nan	nan	0
CRALA1748-21	TX0275	Sphaeroceridae	nan	nan	CRALA1719-21	TX0228	Cecidomyiidae	nan	nan	0
CRALA1748-21	TX0275	Sphaeroceridae	nan	nan	CRALA2007-21	TX0290	Mycetophilidae	nan	nan	0
CRALA1748-21	TX0275	Sphaeroceridae	nan	nan	CRALA15331-21	TX0228	Cecidomyiidae	nan	nan	0
CRALA1748-21	TX0275	Sphaeroceridae	nan	nan	CRSGA2158-23	TX0228	Cecidomyiidae	nan	nan	14
CRALA1748-21	TX0275	Sphaeroceridae	nan	nan	CRHTA13057-22	TX0228	Cecidomyiidae	nan	nan	22
CRALA1748-21	TX0275	Sphaeroceridae	nan	nan	CRHTA13492-22	TX0228	Cecidomyiidae	nan	nan	24
CRALA1748-21	TX0275	Sphaeroceridae	nan	nan	THAMD23826-23	TX0228	Cecidomyiidae	nan	nan	24
CRALA1748-21	TX0275	Sphaeroceridae	nan	nan	CRKAS12347-23	TX0228	Cecidomyiidae	nan	nan	25
CRALA1748-21	TX0275	Sphaeroceridae	nan	nan	TSMTF1627-22	TX0228	Cecidomyiidae	nan	nan	27
CRALA1748-21	TX0275	Sphaeroceridae	nan	nan	GMARX9074-21	TX0228	Cecidomyiidae	nan	nan	28
CRALA1748-21	TX0275	Sphaeroceridae	nan	nan	SATHB8616-23	TX0228	Cecidomyiidae	nan	nan	29
CRALA1748-21	TX0275	Sphaeroceridae	nan	nan	GMARX9549-21	TX0228	Cecidomyiidae	nan	nan	29
CRALA1748-21	TX0275	Sphaeroceridae	nan	nan	GMARX937-21	TX0228	Cecidomyiidae	nan	nan	29
CRALA1748-21	TX0275	Sphaeroceridae	nan	nan	CRBOE8574-23	TX0228	Cecidomyiidae	nan	nan	30
THAMC5674-22	TX0228	Cecidomyiidae	nan	nan	NGNAX1900-14	TX0232	Chironomidae	nan	nan	30
THAMC5674-22	TX0228	Cecidomyiidae	nan	nan	SSBAF3761-13	TX0290	Mycetophilidae	nan	nan	31
CRQUB10491-22	TX0228	Cecidomyiidae	nan	nan	CRQUB17493-22	TX0232	Chironomidae	nan	nan	4
CRQUB10491-22	TX0228	Cecidomyiidae	nan	nan	CRQUB28344-22	TX0232	Chironomidae	nan	nan	7
THAMC8136-22	TX0228	Cecidomyiidae	nan	nan	GMARE679-14	TX0232	Chironomidae	nan	nan	24
ONTA14522-23	TX0228	Cecidomyiidae	nan	nan	SSEIB2144-13	TX0930	Hybotidae	nan	nan	28
CRCBB37448-23	TX0228	Cecidomyiidae	nan	nan	GMBDE1458-23	TX0269	Sciaridae	nan	nan	20
CEFIN2010-21	TX0228	Cecidomyiidae	nan	nan	FTUNE330-22	TX41095	Cecidomyiidae	Iteomyia	nan	1
GMARX29304-23	TX0228	Cecidomyiidae	nan	nan	PLNDO170-20	TX0266	Psychodidae	nan	nan	26
GMMGD5786-18	TX0228	Cecidomyiidae	nan	nan	GMARX31665-23	TX0269	Sciaridae	nan	nan	31
CEFIN296-21	TX0228	Cecidomyiidae	nan	nan	NODIA1046-24	TX41285	Diapriidae	Spilomicrus	Spilomicrus lusitanicus	1
CRBOE24226-23	TX0228	Cecidomyiidae	nan	nan	CRCCC357-23	TX0266	Psychodidae	nan	nan	29
CRKAS13891-23	TX0228	Cecidomyiidae	nan	nan	CRATA49916-22	TX0290	Mycetophilidae	nan	nan	24
CRSIA4752-21	TX0228	Cecidomyiidae	nan	nan	CRSIA49363-22	TX0269	Sciaridae	nan	nan	0
CRCBB27590-23	TX0228	Cecidomyiidae	nan	nan	GMARE679-14	TX0232	Chironomidae	nan	nan	29
CRTOA23719-21	TX0228	Cecidomyiidae	nan	nan	CRTOA39863-22	TX0261	Dolichopodidae	nan	nan	4
CROZA2951-21	TX0228	Cecidomyiidae	nan	nan	CROZA2613-21	TX0269	Sciaridae	nan	nan	0
CRCBB20388-23	TX0228	Cecidomyiidae	nan	nan	ONTA32992-23	TX0232	Chironomidae	nan	nan	2
ONTA35681-23	TX0228	Cecidomyiidae	nan	nan	CRTRA52657-22	TX0269	Sciaridae	nan	nan	6
ONTA35681-23	TX0228	Cecidomyiidae	nan	nan	CRTRA38838-22	TX0287	Ceratopogonidae	nan	nan	7
CRCBB983-23	TX0228	Cecidomyiidae	nan	nan	CROAE4852-23	TX0276	Limoniidae	nan	nan	30
CRBOB5484-23	TX0228	Cecidomyiidae	nan	nan	CRSGC5295-23	TX0266	Psychodidae	nan	nan	30
CRALA1719-21	TX0228	Cecidomyiidae	nan	nan	CRALA14889-21	TX0926	Lauxaniidae	nan	nan	0
CRALA1719-21	TX0228	Cecidomyiidae	nan	nan	CRALB12999-21	TX0261	Dolichopodidae	nan	nan	0
CRALA1719-21	TX0228	Cecidomyiidae	nan	nan	CRALA2007-21	TX0290	Mycetophilidae	nan	nan	3
CRALA1719-21	TX0228	Cecidomyiidae	nan	nan	CRALA1748-21	TX0275	Sphaeroceridae	nan	nan	3
CRTRA1660-22	TX0228	Cecidomyiidae	nan	nan	CRTRA38838-22	TX0287	Ceratopogonidae	nan	nan	0
CRTRA1660-22	TX0228	Cecidomyiidae	nan	nan	CRTRA52657-22	TX0269	Sciaridae	nan	nan	1
CRBLA28261-22	TX0228	Cecidomyiidae	nan	nan	CRBLA29383-22	TX0269	Sciaridae	nan	nan	4
CRBLA28261-22	TX0228	Cecidomyiidae	nan	nan	ONTA26572-23	TX0269	Sciaridae	nan	nan	29
CRBLA28261-22	TX0228	Cecidomyiidae	nan	nan	CRCEC43460-22	TX0269	Sciaridae	nan	nan	29
CRBLA28261-22	TX0228	Cecidomyiidae	nan	nan	SSEIB2144-13	TX0930	Hybotidae	nan	nan	32
CEFIN2428-21	TX0228	Cecidomyiidae	nan	nan	OPPQO1265-17	TX45468	Cecidomyiidae	Clinodiplosis	nan	29
CRALB10956-21	TX0228	Cecidomyiidae	nan	nan	CRALB12999-21	TX0261	Dolichopodidae	nan	nan	1
CRALB10956-21	TX0228	Cecidomyiidae	nan	nan	CRALA14889-21	TX0926	Lauxaniidae	nan	nan	3
CRALB10956-21	TX0228	Cecidomyiidae	nan	nan	CRALA2007-21	TX0290	Mycetophilidae	nan	nan	5
CRALB10956-21	TX0228	Cecidomyiidae	nan	nan	CRALA1748-21	TX0275	Sphaeroceridae	nan	nan	5
CRALA9113-21	TX0275	Sphaeroceridae	nan	nan	CRALB35820-21	TX0228	Cecidomyiidae	nan	nan	0
CRALA9113-21	TX0275	Sphaeroceridae	nan	nan	CRALB36011-21	TX0269	Sciaridae	nan	nan	0
CRALA9113-21	TX0275	Sphaeroceridae	nan	nan	CRALB24581-21	TX0926	Lauxaniidae	nan	nan	0
CRALA9113-21	TX0275	Sphaeroceridae	nan	nan	CRALA1291-21	TX0228	Cecidomyiidae	nan	nan	0
CRALA9113-21	TX0275	Sphaeroceridae	nan	nan	CRALA41107-21	TX0228	Cecidomyiidae	nan	nan	0
CRALA9113-21	TX0275	Sphaeroceridae	nan	nan	CRALB18520-21	TX0232	Chironomidae	nan	nan	0
CRALA9113-21	TX0275	Sphaeroceridae	nan	nan	CRALA9282-21	TX0228	Cecidomyiidae	nan	nan	0
CRALA9113-21	TX0275	Sphaeroceridae	nan	nan	CRALA9719-21	TX0228	Cecidomyiidae	nan	nan	1
CRALA9113-21	TX0275	Sphaeroceridae	nan	nan	CRALA9827-21	TX0228	Cecidomyiidae	nan	nan	1
CRALA9113-21	TX0275	Sphaeroceridae	nan	nan	CRBLA35283-22	TX0228	Cecidomyiidae	nan	nan	8
CRALA9113-21	TX0275	Sphaeroceridae	nan	nan	CRBOB5587-23	TX0228	Cecidomyiidae	nan	nan	9
CRALA9113-21	TX0275	Sphaeroceridae	nan	nan	CRBOB10773-23	TX0228	Cecidomyiidae	nan	nan	9
CRALA9113-21	TX0275	Sphaeroceridae	nan	nan	CRBOB5548-23	TX0228	Cecidomyiidae	nan	nan	10
CRALA9113-21	TX0275	Sphaeroceridae	nan	nan	CRHYA15240-22	TX0228	Cecidomyiidae	nan	nan	10
CRALA9113-21	TX0275	Sphaeroceridae	nan	nan	CRCBB40690-23	TX0228	Cecidomyiidae	nan	nan	11
CRALA9113-21	TX0275	Sphaeroceridae	nan	nan	CRCBB48880-23	TX0228	Cecidomyiidae	nan	nan	12
CRALA9113-21	TX0275	Sphaeroceridae	nan	nan	GMARB1483-14	TX0228	Cecidomyiidae	nan	nan	26
CRALA9113-21	TX0275	Sphaeroceridae	nan	nan	GMAHE244-18	TX0228	Cecidomyiidae	nan	nan	29
CRALA9113-21	TX0275	Sphaeroceridae	nan	nan	GMAHJ1492-18	TX0228	Cecidomyiidae	nan	nan	31
CEFIN3974-21	TX0228	Cecidomyiidae	nan	nan	FTUNE330-22	TX41095	Cecidomyiidae	Iteomyia	nan	1
CEFIN1687-21	TX0228	Cecidomyiidae	nan	nan	GMARE679-14	TX0232	Chironomidae	nan	nan	31
PHAUG254-11	TX0269	Sciaridae	nan	nan	GMARM415-14	TX0228	Cecidomyiidae	nan	nan	17
PHAUG254-11	TX0269	Sciaridae	nan	nan	CROCB1216-22	TX0228	Cecidomyiidae	nan	nan	25
PHAUG254-11	TX0269	Sciaridae	nan	nan	GMAFN245-15	TX0228	Cecidomyiidae	nan	nan	24
PHAUG254-11	TX0269	Sciaridae	nan	nan	CRBOE2475-23	TX0228	Cecidomyiidae	nan	nan	24
PHAUG254-11	TX0269	Sciaridae	nan	nan	CRCBB18822-23	TX0228	Cecidomyiidae	nan	nan	26
PHAUG254-11	TX0269	Sciaridae	nan	nan	GMARU433-14	TX0228	Cecidomyiidae	nan	nan	26
PHAUG254-11	TX0269	Sciaridae	nan	nan	CRCBB49953-23	TX0228	Cecidomyiidae	nan	nan	26
PHAUG254-11	TX0269	Sciaridae	nan	nan	CRCBB13767-23	TX0228	Cecidomyiidae	nan	nan	28
PHAUG254-11	TX0269	Sciaridae	nan	nan	CRCBB31788-23	TX0228	Cecidomyiidae	nan	nan	29
PHAUG254-11	TX0269	Sciaridae	nan	nan	CRCBB32030-23	TX0228	Cecidomyiidae	nan	nan	29
PHAUG254-11	TX0269	Sciaridae	nan	nan	CRCBA44391-23	TX0228	Cecidomyiidae	nan	nan	29
PHAUG254-11	TX0269	Sciaridae	nan	nan	THAMB7036-22	TX0228	Cecidomyiidae	nan	nan	30
PHAUG254-11	TX0269	Sciaridae	nan	nan	GMSAB1838-13	TX0228	Cecidomyiidae	nan	nan	29
PHAUG254-11	TX0269	Sciaridae	nan	nan	CRCBB38837-23	TX0228	Cecidomyiidae	nan	nan	31
PHAUG254-11	TX0269	Sciaridae	nan	nan	CRKAS3804-23	TX0228	Cecidomyiidae	nan	nan	31
PHAUG254-11	TX0269	Sciaridae	nan	nan	GMOLF198-19	TX0228	Cecidomyiidae	nan	nan	31
PHAUG254-11	TX0269	Sciaridae	nan	nan	CRKAS7462-23	TX0228	Cecidomyiidae	nan	nan	31
PHAUG254-11	TX0269	Sciaridae	nan	nan	CRCBA1420-22	TX0228	Cecidomyiidae	nan	nan	31
PHAUG254-11	TX0269	Sciaridae	nan	nan	CRKAS12208-23	TX0228	Cecidomyiidae	nan	nan	32
CRHTA16257-22	TX0228	Cecidomyiidae	nan	nan	CRCEB6811-22	TX0266	Psychodidae	nan	nan	0
CEFIN6686-21	TX0228	Cecidomyiidae	nan	nan	CGNPA076-22	TX38592	Mutillidae	Dasymutilla	nan	26
CRBLB12007-22	TX0228	Cecidomyiidae	nan	nan	CRBLA48725-22	TX0287	Ceratopogonidae	nan	nan	0
CRBLB12007-22	TX0228	Cecidomyiidae	nan	nan	CRBLA46503-22	TX0266	Psychodidae	nan	nan	4
GMPNV846-18	TX0228	Cecidomyiidae	nan	nan	CRATA49916-22	TX0290	Mycetophilidae	nan	nan	28
CRCBB28814-23	TX0228	Cecidomyiidae	nan	nan	PLEDA3304-20	TX0275	Sphaeroceridae	nan	nan	26
CRBAA13002-22	TX0228	Cecidomyiidae	nan	nan	CRHTA29240-22	TX0266	Psychodidae	nan	nan	3
CRSAA179-21	TX0228	Cecidomyiidae	nan	nan	CRCEC40135-22	TX0906	Mordellidae	nan	nan	26
CRBOE5155-23	TX0228	Cecidomyiidae	nan	nan	CRCBB27671-23	TX0287	Ceratopogonidae	nan	nan	26
CRCBB18962-23	TX0228	Cecidomyiidae	nan	nan	CRTOA32569-21	TX0290	Mycetophilidae	nan	nan	30
CRATA26527-22	TX0228	Cecidomyiidae	nan	nan	GMARE679-14	TX0232	Chironomidae	nan	nan	29
CROAC11600-21	TX0228	Cecidomyiidae	nan	nan	PLEDA3304-20	TX0275	Sphaeroceridae	nan	nan	31
GMARX21944-23	TX0228	Cecidomyiidae	nan	nan	ONTA14475-23	TX0266	Psychodidae	nan	nan	23
CRALA39073-21	TX0228	Cecidomyiidae	nan	nan	CRALA32071-21	TX0269	Sciaridae	nan	nan	7
CRTRA22087-22	TX0228	Cecidomyiidae	nan	nan	CRTRA52657-22	TX0269	Sciaridae	nan	nan	0
CRTRA22087-22	TX0228	Cecidomyiidae	nan	nan	CRTRA38838-22	TX0287	Ceratopogonidae	nan	nan	1
CROAE11893-23	TX0228	Cecidomyiidae	nan	nan	CRATA49916-22	TX0290	Mycetophilidae	nan	nan	22
CEFIN7744-21	TX0228	Cecidomyiidae	nan	nan	FTUNE330-22	TX41095	Cecidomyiidae	Iteomyia	nan	1
EMCEB2301-22	TX0228	Cecidomyiidae	nan	nan	CRHYA6344-22	TX0266	Psychodidae	nan	nan	27
CRHTA13444-22	TX0228	Cecidomyiidae	nan	nan	CRALA1748-21	TX0275	Sphaeroceridae	nan	nan	25
CRCBB17464-23	TX0228	Cecidomyiidae	nan	nan	CRCEC47838-22	TX0269	Sciaridae	nan	nan	1
CRSCA1296-23	TX0228	Cecidomyiidae	nan	nan	GMGMV2756-20	TX13151	Cecidomyiidae	Lestodiplosis	nan	26
CRTRA12378-22	TX0228	Cecidomyiidae	nan	nan	CRTRA38838-22	TX0287	Ceratopogonidae	nan	nan	4
CRSAA8194-23	TX0228	Cecidomyiidae	nan	nan	NGNAX1900-14	TX0232	Chironomidae	nan	nan	31
CRCBB8086-23	TX0228	Cecidomyiidae	nan	nan	CRCBB27671-23	TX0287	Ceratopogonidae	nan	nan	21
CRKAS15439-23	TX0228	Cecidomyiidae	nan	nan	CRSIA3005-21	TX0266	Psychodidae	nan	nan	27
NORSC6992-23	TX0228	Cecidomyiidae	nan	nan	FTUNE330-22	TX41095	Cecidomyiidae	Iteomyia	nan	1
